nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Heavy Metal_precision,Heavy Metal_recall,Heavy Metal_f1_score,Heavy Metal_samples,Punk Rock_precision,Punk Rock_recall,Punk Rock_f1_score,Punk Rock_samples,Soft Rock_precision,Soft Rock_recall,Soft Rock_f1_score,Soft Rock_samples,total_samples
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_rock_sg_50_10_100d,0.33,0.32,0.35,0.53,0.31,0.39,1911,0.36,0.33,0.34,1409,0.15,0.38,0.21,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_cbow_50_10_300d,0.35,0.32,0.35,0.5,0.43,0.46,1911,0.37,0.19,0.25,1409,0.17,0.45,0.25,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_sg_5_10_100d,0.34,0.32,0.35,0.48,0.34,0.4,1911,0.35,0.37,0.36,1409,0.15,0.27,0.19,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_5_10_100d,0.4,0.29,0.35,0.5,0.69,0.58,1911,0.44,0.06,0.11,1409,0.15,0.27,0.19,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_sg_50_5_100d,0.48,0.25,0.35,0.49,0.92,0.64,1911,0.4,0.07,0.12,1409,0.02,0.0,0.0,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_5_10_100d,0.33,0.32,0.35,0.48,0.35,0.4,1911,0.38,0.33,0.35,1409,0.14,0.32,0.2,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_fasttext_50_10_100d,0.36,0.3,0.35,0.47,0.3,0.37,1911,0.34,0.54,0.42,1409,0.12,0.11,0.11,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_50_5_100d,0.43,0.29,0.35,0.49,0.78,0.6,1911,0.46,0.04,0.08,1409,0.16,0.19,0.18,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_fasttext_50_10_100d,0.35,0.3,0.35,0.47,0.5,0.48,1911,0.34,0.21,0.26,1409,0.12,0.22,0.16,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_cbow_50_5_100d,0.35,0.31,0.35,0.48,0.29,0.36,1911,0.35,0.5,0.41,1409,0.14,0.18,0.16,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_5_5_100d,0.38,0.29,0.35,0.51,0.27,0.35,1911,0.35,0.67,0.46,1409,0.12,0.04,0.05,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_fasttext_5_5_100d,0.37,0.3,0.35,0.47,0.57,0.52,1911,0.37,0.14,0.2,1409,0.13,0.24,0.17,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_fasttext_50_5_100d,0.34,0.32,0.35,0.48,0.32,0.38,1911,0.35,0.37,0.36,1409,0.16,0.31,0.22,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_50_10_100d,0.34,0.31,0.35,0.52,0.46,0.48,1911,0.33,0.14,0.2,1409,0.17,0.46,0.25,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_50_10_100d,0.34,0.32,0.35,0.5,0.3,0.38,1911,0.37,0.44,0.4,1409,0.14,0.25,0.18,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_fasttext_50_10_100d,0.46,0.25,0.35,0.48,0.89,0.63,1911,0.37,0.06,0.1,1409,0.07,0.02,0.03,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_5_10_300d,0.48,0.25,0.35,0.49,0.94,0.64,1911,0.41,0.05,0.1,1409,0.1,0.01,0.02,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_50_10_100d,0.4,0.28,0.35,0.46,0.69,0.55,1911,0.34,0.13,0.19,1409,0.12,0.09,0.1,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_50_10_300d,0.34,0.3,0.35,0.46,0.45,0.45,1911,0.33,0.25,0.29,1409,0.12,0.2,0.15,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_5_5_100d,0.38,0.3,0.35,0.47,0.63,0.54,1911,0.46,0.11,0.18,1409,0.14,0.24,0.17,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_50_10_300d,0.36,0.31,0.35,0.54,0.25,0.34,1911,0.36,0.59,0.45,1409,0.14,0.16,0.15,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_50_10_100d,0.45,0.26,0.35,0.48,0.87,0.62,1911,0.39,0.05,0.09,1409,0.12,0.06,0.08,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_5_10_300d,0.48,0.24,0.35,0.49,0.94,0.64,1911,0.33,0.05,0.09,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_fasttext_5_10_300d,0.37,0.32,0.35,0.53,0.23,0.32,1911,0.38,0.63,0.48,1409,0.15,0.19,0.17,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_50_5_100d,0.41,0.29,0.35,0.5,0.72,0.59,1911,0.44,0.05,0.08,1409,0.15,0.27,0.2,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_50_5_100d,0.38,0.29,0.35,0.49,0.65,0.56,1911,0.31,0.08,0.12,1409,0.14,0.26,0.18,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_cbow_50_5_300d,0.34,0.32,0.35,0.49,0.29,0.37,1911,0.35,0.44,0.39,1409,0.15,0.25,0.19,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_50_5_300d,0.46,0.26,0.35,0.48,0.88,0.62,1911,0.31,0.06,0.11,1409,0.16,0.03,0.06,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_5_5_300d,0.4,0.3,0.35,0.53,0.66,0.59,1911,0.4,0.05,0.09,1409,0.16,0.36,0.22,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_cbow_50_10_300d,0.47,0.25,0.35,0.49,0.91,0.63,1911,0.34,0.07,0.12,1409,0.13,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_cbow_5_10_100d,0.46,0.25,0.35,0.48,0.89,0.63,1911,0.32,0.06,0.1,1409,0.09,0.02,0.03,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_sg_50_5_300d,0.41,0.29,0.35,0.48,0.72,0.58,1911,0.35,0.09,0.14,1409,0.13,0.14,0.13,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_sg_50_5_100d,0.44,0.27,0.34,0.51,0.85,0.64,1911,0.35,0.01,0.03,1409,0.14,0.16,0.15,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_sg_50_5_300d,0.48,0.23,0.34,0.49,0.97,0.65,1911,0.38,0.03,0.05,1409,0.11,0.0,0.0,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_5_10_100d,0.36,0.32,0.34,0.5,0.21,0.29,1911,0.37,0.64,0.47,1409,0.18,0.2,0.19,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_cbow_5_10_300d,0.39,0.27,0.34,0.46,0.71,0.56,1911,0.37,0.07,0.12,1409,0.12,0.15,0.13,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_50_10_300d,0.34,0.29,0.34,0.46,0.49,0.48,1911,0.33,0.16,0.22,1409,0.13,0.26,0.17,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_fasttext_50_10_100d,0.48,0.23,0.34,0.49,0.97,0.65,1911,0.35,0.03,0.05,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_sg_5_5_300d,0.48,0.23,0.34,0.49,0.97,0.65,1911,0.37,0.03,0.05,1409,0.15,0.0,0.01,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_50_5_100d,0.48,0.24,0.34,0.48,0.94,0.64,1911,0.32,0.04,0.08,1409,0.0,0.0,0.0,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_fasttext_50_10_100d,0.48,0.23,0.34,0.49,0.97,0.65,1911,0.37,0.03,0.05,1409,0.08,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_fasttext_50_10_100d,0.47,0.24,0.34,0.49,0.93,0.64,1911,0.27,0.02,0.04,1409,0.17,0.03,0.05,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_5_10_100d,0.33,0.32,0.34,0.51,0.21,0.3,1911,0.41,0.48,0.44,1409,0.16,0.39,0.22,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_50_5_300d,0.32,0.31,0.34,0.51,0.32,0.39,1911,0.34,0.31,0.33,1409,0.15,0.35,0.21,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_5_10_300d,0.38,0.3,0.34,0.49,0.22,0.3,1911,0.37,0.72,0.49,1409,0.14,0.08,0.11,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_cbow_50_10_100d,0.39,0.28,0.34,0.5,0.26,0.34,1911,0.36,0.73,0.48,1409,0.08,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_5_10_100d,0.41,0.28,0.34,0.49,0.74,0.59,1911,0.44,0.02,0.05,1409,0.17,0.28,0.21,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_cbow_5_5_300d,0.47,0.24,0.34,0.48,0.94,0.64,1911,0.28,0.04,0.07,1409,0.0,0.0,0.0,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_cbow_5_10_100d,0.45,0.26,0.34,0.48,0.86,0.62,1911,0.33,0.04,0.07,1409,0.14,0.09,0.11,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_sg_50_10_100d,0.49,0.24,0.34,0.49,0.97,0.65,1911,0.35,0.02,0.05,1409,0.27,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_cbow_5_5_100d,0.38,0.28,0.34,0.49,0.23,0.31,1911,0.36,0.74,0.49,1409,0.12,0.04,0.06,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_cbow_5_5_100d,0.37,0.29,0.34,0.48,0.61,0.54,1911,0.35,0.09,0.15,1409,0.14,0.26,0.18,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_sg_50_5_300d,0.48,0.24,0.34,0.49,0.94,0.64,1911,0.34,0.04,0.07,1409,0.09,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_cbow_50_5_100d,0.46,0.25,0.34,0.49,0.9,0.63,1911,0.27,0.02,0.03,1409,0.14,0.06,0.09,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_sg_5_10_100d,0.47,0.24,0.34,0.49,0.94,0.64,1911,0.35,0.04,0.06,1409,0.11,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_50_5_300d,0.35,0.3,0.34,0.47,0.26,0.33,1911,0.34,0.57,0.43,1409,0.15,0.13,0.14,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_cbow_5_5_300d,0.43,0.27,0.34,0.49,0.81,0.61,1911,0.34,0.02,0.03,1409,0.16,0.18,0.17,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_50_5_300d,0.33,0.32,0.34,0.49,0.25,0.34,1911,0.37,0.44,0.4,1409,0.16,0.34,0.22,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_sg_50_5_100d,0.48,0.24,0.34,0.49,0.96,0.65,1911,0.39,0.03,0.06,1409,0.11,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_5_10_100d,0.46,0.26,0.34,0.48,0.89,0.63,1911,0.39,0.04,0.07,1409,0.13,0.06,0.08,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_50_5_100d,0.34,0.31,0.34,0.48,0.26,0.34,1911,0.36,0.46,0.41,1409,0.15,0.28,0.19,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_10_300d,0.48,0.24,0.34,0.49,0.96,0.65,1911,0.37,0.03,0.05,1409,0.16,0.01,0.02,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_cbow_5_5_100d,0.31,0.31,0.33,0.46,0.3,0.36,1911,0.35,0.27,0.31,1409,0.17,0.45,0.25,587,3907
gru,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_50_10_100d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.32,0.01,0.02,1409,0.09,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_50_5_300d,0.46,0.24,0.33,0.49,0.92,0.64,1911,0.35,0.01,0.01,1409,0.12,0.05,0.07,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_cbow_5_5_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.4,0.02,0.04,1409,0.06,0.0,0.01,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_5_10_300d,0.43,0.24,0.33,0.46,0.82,0.59,1911,0.27,0.07,0.11,1409,0.04,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_fasttext_50_10_100d,0.36,0.27,0.33,0.44,0.27,0.33,1911,0.34,0.62,0.44,1409,0.14,0.03,0.05,587,3907
gru,Embedding_out_dim = 100| GRU_units=10,custom_rock_sg_50_10_100d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.33,0.02,0.03,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_fasttext_50_5_300d,0.44,0.26,0.33,0.49,0.85,0.62,1911,0.53,0.01,0.01,1409,0.15,0.14,0.14,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_50_5_300d,0.46,0.24,0.33,0.49,0.93,0.64,1911,0.41,0.02,0.03,1409,0.09,0.03,0.05,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_fasttext_5_5_300d,0.32,0.31,0.33,0.49,0.25,0.33,1911,0.36,0.4,0.38,1409,0.15,0.35,0.21,587,3907
gru,Embedding_out_dim = 300| GRU_units=70,custom_rock_fasttext_5_5_300d,0.48,0.23,0.33,0.48,0.96,0.64,1911,0.27,0.02,0.04,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_50_5_100d,0.48,0.23,0.33,0.48,0.97,0.65,1911,0.37,0.01,0.02,1409,0.1,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_fasttext_50_5_300d,0.36,0.28,0.33,0.47,0.22,0.3,1911,0.36,0.67,0.47,1409,0.11,0.07,0.08,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_50_5_100d,0.42,0.26,0.33,0.47,0.79,0.59,1911,0.26,0.02,0.04,1409,0.15,0.16,0.15,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_50_5_100d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.36,0.03,0.05,1409,0.07,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_50_5_300d,0.47,0.23,0.33,0.48,0.96,0.64,1911,0.29,0.01,0.03,1409,0.04,0.0,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_5_10_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.3,0.02,0.03,1409,0.0,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_rock_fasttext_50_5_100d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.31,0.01,0.03,1409,0.08,0.01,0.01,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_sg_5_5_300d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.55,0.01,0.03,1409,0.02,0.0,0.0,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_sg_5_5_100d,0.47,0.23,0.33,0.48,0.93,0.63,1911,0.25,0.03,0.06,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_cbow_50_5_300d,0.45,0.24,0.33,0.48,0.9,0.62,1911,0.33,0.03,0.05,1409,0.07,0.03,0.04,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_5_5_100d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.32,0.01,0.02,1409,0.21,0.01,0.02,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_rock_cbow_5_5_300d,0.48,0.23,0.33,0.48,0.96,0.64,1911,0.26,0.02,0.03,1409,0.08,0.01,0.01,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_50_5_100d,0.38,0.28,0.33,0.51,0.2,0.29,1911,0.36,0.76,0.49,1409,0.11,0.03,0.05,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_sg_5_5_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.34,0.02,0.03,1409,0.05,0.0,0.01,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_sg_50_5_300d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.39,0.01,0.02,1409,0.06,0.01,0.01,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_cbow_50_10_100d,0.32,0.29,0.33,0.54,0.41,0.47,1911,0.4,0.12,0.18,1409,0.14,0.49,0.22,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_cbow_50_10_100d,0.32,0.3,0.33,0.48,0.32,0.38,1911,0.32,0.33,0.32,1409,0.15,0.31,0.21,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_sg_50_10_300d,0.33,0.3,0.33,0.49,0.24,0.32,1911,0.34,0.49,0.4,1409,0.14,0.23,0.18,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_5_300d,0.49,0.23,0.33,0.49,0.98,0.65,1911,0.35,0.01,0.02,1409,0.19,0.01,0.01,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_rock_fasttext_5_10_100d,0.48,0.23,0.33,0.49,0.96,0.64,1911,0.35,0.03,0.05,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_5_5_100d,0.33,0.29,0.33,0.49,0.46,0.47,1911,0.39,0.14,0.2,1409,0.14,0.4,0.21,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_5_10_100d,0.48,0.23,0.33,0.49,0.96,0.64,1911,0.28,0.02,0.04,1409,0.1,0.0,0.0,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_rock_sg_50_10_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.28,0.02,0.03,1409,0.11,0.01,0.01,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_sg_5_5_300d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.42,0.02,0.03,1409,0.04,0.0,0.0,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_50_5_300d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.32,0.02,0.04,1409,0.16,0.01,0.02,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_cbow_50_10_100d,0.47,0.23,0.33,0.48,0.96,0.64,1911,0.28,0.02,0.03,1409,0.1,0.01,0.02,587,3907
gru,Embedding_out_dim = 100| GRU_units=20,custom_rock_fasttext_50_10_100d,0.48,0.22,0.33,0.49,0.98,0.65,1911,0.3,0.01,0.02,1409,0.12,0.0,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_50_10_300d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.37,0.02,0.03,1409,0.09,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_5_10_300d,0.39,0.26,0.33,0.49,0.7,0.58,1911,0.32,0.03,0.05,1409,0.13,0.22,0.16,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_50_5_100d,0.47,0.23,0.33,0.48,0.95,0.64,1911,0.3,0.03,0.05,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_50_5_100d,0.48,0.23,0.33,0.48,0.96,0.64,1911,0.29,0.01,0.02,1409,0.06,0.01,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_50_5_300d,0.49,0.22,0.33,0.49,0.99,0.65,1911,0.34,0.01,0.02,1409,0.0,0.0,0.0,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_50_5_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.37,0.01,0.02,1409,0.08,0.01,0.01,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_rock_fasttext_50_10_100d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.28,0.02,0.03,1409,0.08,0.0,0.0,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_50_10_300d,0.48,0.23,0.33,0.49,0.97,0.65,1911,0.4,0.01,0.03,1409,0.11,0.01,0.02,587,3907
gru,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_10_300d,0.48,0.23,0.33,0.48,0.96,0.64,1911,0.3,0.02,0.03,1409,0.05,0.0,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_50_10_100d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.38,0.01,0.03,1409,0.07,0.01,0.02,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_5_5_300d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.41,0.02,0.04,1409,0.1,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_cbow_50_5_100d,0.46,0.24,0.33,0.49,0.93,0.64,1911,0.42,0.01,0.02,1409,0.1,0.04,0.05,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_50_10_100d,0.33,0.29,0.33,0.47,0.45,0.46,1911,0.31,0.16,0.21,1409,0.14,0.31,0.19,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_5_5_100d,0.37,0.27,0.33,0.49,0.64,0.55,1911,0.33,0.04,0.07,1409,0.14,0.29,0.19,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_fasttext_5_10_300d,0.37,0.29,0.33,0.49,0.19,0.27,1911,0.36,0.73,0.48,1409,0.18,0.09,0.12,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_fasttext_50_5_300d,0.49,0.22,0.33,0.49,0.98,0.65,1911,0.33,0.01,0.02,1409,0.0,0.0,0.0,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_sg_50_10_100d,0.44,0.27,0.33,0.49,0.85,0.62,1911,0.29,0.01,0.02,1409,0.17,0.17,0.17,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_cbow_5_5_100d,0.43,0.27,0.33,0.48,0.82,0.61,1911,0.5,0.0,0.01,1409,0.17,0.19,0.18,587,3907
gru,Embedding_out_dim = 300| GRU_units=50,custom_rock_sg_5_10_300d,0.48,0.22,0.33,0.49,0.97,0.65,1911,0.25,0.01,0.02,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_fasttext_5_5_300d,0.4,0.27,0.33,0.48,0.74,0.58,1911,0.36,0.02,0.04,1409,0.15,0.22,0.18,587,3907
gru,Embedding_out_dim = 300| GRU_units=20,custom_rock_sg_5_10_300d,0.48,0.23,0.33,0.49,0.98,0.65,1911,0.33,0.01,0.02,1409,0.14,0.01,0.02,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_sg_5_10_300d,0.4,0.26,0.33,0.48,0.73,0.58,1911,0.33,0.04,0.07,1409,0.12,0.17,0.14,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_fasttext_5_5_300d,0.48,0.23,0.33,0.49,0.96,0.65,1911,0.35,0.03,0.05,1409,0.06,0.0,0.01,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_5_10_300d,0.47,0.23,0.33,0.48,0.93,0.63,1911,0.23,0.03,0.05,1409,0.15,0.0,0.01,587,3907
