nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Pop Rock_precision,Pop Rock_recall,Pop Rock_f1_score,Pop Rock_samples,Power-Pop_precision,Power-Pop_recall,Power-Pop_f1_score,Power-Pop_samples,Tecnopop_precision,Tecnopop_recall,Tecnopop_f1_score,Tecnopop_samples,total_samples
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_cbow_5_10_300d,0.21,0.17,0.12,0.44,0.01,0.02,1651,0.12,0.19,0.15,349,0.23,0.73,0.35,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_5_100d,0.25,0.15,0.12,0.62,0.02,0.04,1651,0.09,0.01,0.02,349,0.24,0.95,0.39,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_50_10_100d,0.24,0.17,0.12,0.7,0.01,0.02,1651,0.13,0.08,0.1,349,0.25,0.91,0.39,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_sg_5_10_100d,0.17,0.16,0.12,0.63,0.05,0.09,1651,0.14,0.89,0.24,349,0.28,0.11,0.16,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_5_10_300d,0.24,0.14,0.12,0.49,0.02,0.05,1651,0.05,0.01,0.01,349,0.23,0.9,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_5_10_100d,0.24,0.14,0.12,0.5,0.02,0.04,1651,0.0,0.0,0.0,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_5_100d,0.23,0.14,0.12,0.49,0.02,0.04,1651,0.06,0.01,0.02,349,0.23,0.9,0.37,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_sg_5_10_100d,0.19,0.19,0.12,0.53,0.01,0.02,1651,0.14,0.72,0.24,349,0.27,0.35,0.3,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_5_5_300d,0.23,0.14,0.12,0.47,0.02,0.04,1651,0.03,0.01,0.02,349,0.23,0.86,0.36,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_50_5_100d,0.25,0.14,0.12,0.52,0.02,0.03,1651,0.07,0.0,0.01,349,0.24,0.96,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_5_5_300d,0.23,0.18,0.12,0.5,0.0,0.0,1651,0.13,0.17,0.15,349,0.25,0.84,0.39,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_5_300d,0.24,0.15,0.12,0.58,0.02,0.04,1651,0.08,0.01,0.02,349,0.24,0.93,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_50_5_100d,0.23,0.14,0.12,0.5,0.02,0.04,1651,0.05,0.02,0.03,349,0.23,0.86,0.36,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_fasttext_50_10_300d,0.24,0.14,0.12,0.54,0.02,0.04,1651,0.06,0.01,0.02,349,0.23,0.91,0.37,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_50_10_300d,0.24,0.14,0.12,0.47,0.02,0.04,1651,0.06,0.0,0.01,349,0.24,0.94,0.38,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_5_5_300d,0.19,0.18,0.12,0.44,0.01,0.02,1651,0.13,0.57,0.22,349,0.25,0.43,0.31,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_5_10_300d,0.24,0.15,0.12,0.49,0.02,0.03,1651,0.09,0.01,0.02,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_5_5_300d,0.24,0.15,0.12,0.55,0.02,0.04,1651,0.06,0.02,0.03,349,0.23,0.89,0.37,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_fasttext_5_5_300d,0.25,0.14,0.12,0.49,0.03,0.05,1651,0.0,0.0,0.0,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_50_5_100d,0.24,0.14,0.12,0.51,0.02,0.04,1651,0.07,0.01,0.01,349,0.24,0.93,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_50_10_100d,0.17,0.18,0.12,0.74,0.02,0.04,1651,0.13,0.7,0.22,349,0.26,0.28,0.27,651,2651
gru,Embedding_out_dim = 300| GRU_units=100,custom_pop_sg_50_5_300d,0.24,0.14,0.12,0.4,0.02,0.04,1651,0.0,0.0,0.0,349,0.23,0.9,0.37,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_5_100d,0.24,0.14,0.12,0.58,0.02,0.04,1651,0.0,0.0,0.0,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_50_10_100d,0.23,0.14,0.12,0.45,0.02,0.03,1651,0.06,0.01,0.02,349,0.23,0.89,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_5_10_100d,0.24,0.14,0.12,0.48,0.02,0.04,1651,0.05,0.0,0.01,349,0.24,0.94,0.38,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_50_10_100d,0.22,0.2,0.12,0.42,0.0,0.01,1651,0.15,0.45,0.22,349,0.26,0.64,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_50_10_100d,0.24,0.14,0.12,0.43,0.02,0.04,1651,0.06,0.01,0.01,349,0.24,0.92,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_50_10_100d,0.23,0.14,0.12,0.55,0.02,0.05,1651,0.02,0.01,0.01,349,0.23,0.85,0.36,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_50_10_300d,0.24,0.14,0.11,0.6,0.02,0.03,1651,0.02,0.0,0.0,349,0.24,0.92,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_5_5_300d,0.17,0.14,0.11,0.55,0.05,0.09,1651,0.13,0.91,0.23,349,0.27,0.06,0.1,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_5_10_100d,0.23,0.14,0.11,0.48,0.01,0.02,1651,0.05,0.01,0.02,349,0.24,0.91,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_5_10_300d,0.19,0.19,0.11,0.6,0.01,0.01,1651,0.14,0.74,0.24,349,0.27,0.35,0.3,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_5_5_300d,0.17,0.17,0.11,0.58,0.02,0.03,1651,0.13,0.81,0.23,349,0.27,0.2,0.23,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_fasttext_50_10_100d,0.17,0.13,0.11,0.58,0.05,0.09,1651,0.14,0.95,0.24,349,0.41,0.04,0.07,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_5_300d,0.18,0.18,0.11,0.68,0.01,0.02,1651,0.14,0.76,0.24,349,0.28,0.32,0.3,651,2651
gru,Embedding_out_dim = 300| GRU_units=100,custom_pop_fasttext_5_10_300d,0.24,0.14,0.11,0.57,0.01,0.03,1651,0.06,0.01,0.02,349,0.24,0.92,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_5_10_300d,0.25,0.14,0.11,0.52,0.01,0.03,1651,0.06,0.0,0.01,349,0.24,0.96,0.39,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_5_5_300d,0.24,0.17,0.11,0.45,0.0,0.01,1651,0.14,0.09,0.11,349,0.24,0.9,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_5_5_300d,0.24,0.14,0.11,0.42,0.02,0.03,1651,0.06,0.01,0.01,349,0.24,0.92,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_5_10_100d,0.23,0.16,0.11,0.5,0.0,0.01,1651,0.11,0.1,0.11,349,0.25,0.88,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_5_5_100d,0.23,0.14,0.11,0.46,0.02,0.03,1651,0.03,0.01,0.01,349,0.23,0.9,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_10_100d,0.24,0.14,0.11,0.39,0.01,0.02,1651,0.09,0.01,0.02,349,0.24,0.93,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_sg_5_5_300d,0.16,0.12,0.11,0.59,0.07,0.12,1651,0.13,0.91,0.23,349,0.25,0.01,0.01,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_5_5_300d,0.17,0.14,0.11,0.62,0.05,0.1,1651,0.14,0.95,0.24,349,0.49,0.05,0.09,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_5_5_100d,0.25,0.14,0.11,0.5,0.01,0.02,1651,0.22,0.01,0.01,349,0.24,0.97,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_5_300d,0.22,0.16,0.11,0.38,0.01,0.01,1651,0.11,0.1,0.11,349,0.24,0.84,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_5_5_300d,0.25,0.14,0.11,0.55,0.01,0.02,1651,0.0,0.0,0.0,349,0.24,0.98,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_5_5_300d,0.23,0.16,0.11,0.0,0.0,0.0,1651,0.12,0.1,0.11,349,0.24,0.87,0.37,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_cbow_5_5_300d,0.19,0.18,0.11,0.47,0.0,0.01,1651,0.14,0.54,0.22,349,0.25,0.47,0.32,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_5_10_300d,0.25,0.14,0.11,0.68,0.01,0.02,1651,0.0,0.0,0.0,349,0.25,0.99,0.39,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_10_300d,0.23,0.14,0.11,0.51,0.01,0.02,1651,0.03,0.01,0.01,349,0.23,0.9,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_fasttext_50_5_300d,0.25,0.14,0.11,0.58,0.01,0.03,1651,0.08,0.01,0.02,349,0.24,0.96,0.39,651,2651
gru,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_50_10_100d,0.23,0.13,0.11,0.51,0.01,0.03,1651,0.01,0.0,0.0,349,0.23,0.9,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_50_5_100d,0.17,0.16,0.11,0.55,0.03,0.06,1651,0.14,0.97,0.24,349,0.46,0.1,0.17,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_fasttext_50_5_300d,0.17,0.17,0.11,0.59,0.01,0.03,1651,0.13,0.75,0.23,349,0.24,0.24,0.24,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_50_10_300d,0.2,0.17,0.11,0.0,0.0,0.0,1651,0.11,0.23,0.15,349,0.23,0.69,0.35,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_50_10_300d,0.25,0.14,0.11,0.54,0.01,0.02,1651,0.0,0.0,0.0,349,0.24,0.97,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_50_5_300d,0.23,0.16,0.11,0.62,0.0,0.01,1651,0.11,0.09,0.1,349,0.25,0.89,0.38,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_5_5_300d,0.24,0.14,0.11,0.55,0.01,0.03,1651,0.08,0.01,0.02,349,0.24,0.93,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_5_10_100d,0.16,0.14,0.11,0.63,0.04,0.07,1651,0.13,0.92,0.24,349,0.28,0.08,0.12,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_sg_50_5_300d,0.17,0.13,0.11,0.66,0.06,0.11,1651,0.13,0.93,0.23,349,0.25,0.03,0.06,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_5_10_100d,0.23,0.14,0.11,0.42,0.02,0.03,1651,0.02,0.0,0.0,349,0.23,0.91,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_sg_5_5_100d,0.24,0.14,0.11,0.71,0.01,0.02,1651,0.03,0.01,0.01,349,0.24,0.95,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_50_5_100d,0.24,0.14,0.11,0.51,0.01,0.03,1651,0.12,0.01,0.02,349,0.24,0.95,0.38,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_50_10_300d,0.24,0.14,0.11,0.49,0.01,0.02,1651,0.03,0.01,0.01,349,0.24,0.92,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_50_10_300d,0.24,0.14,0.11,0.58,0.01,0.02,1651,0.08,0.01,0.02,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_50_10_300d,0.23,0.14,0.11,0.56,0.01,0.02,1651,0.06,0.01,0.02,349,0.24,0.92,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_5_100d,0.25,0.14,0.11,0.54,0.02,0.03,1651,0.0,0.0,0.0,349,0.24,0.96,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_50_5_100d,0.24,0.14,0.11,0.5,0.01,0.01,1651,0.06,0.01,0.02,349,0.24,0.93,0.38,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_5_10_300d,0.24,0.14,0.11,0.44,0.01,0.02,1651,0.0,0.0,0.0,349,0.24,0.97,0.39,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_50_5_300d,0.24,0.14,0.11,0.59,0.01,0.02,1651,0.06,0.01,0.02,349,0.24,0.94,0.38,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_50_10_300d,0.25,0.14,0.11,0.56,0.01,0.03,1651,0.05,0.0,0.01,349,0.24,0.96,0.39,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_sg_5_5_100d,0.24,0.15,0.11,0.62,0.01,0.01,1651,0.12,0.02,0.04,349,0.25,0.97,0.39,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_sg_5_5_300d,0.25,0.14,0.11,0.59,0.01,0.01,1651,0.25,0.0,0.01,349,0.25,1.0,0.4,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_5_5_100d,0.21,0.15,0.11,0.58,0.01,0.02,1651,0.08,0.08,0.08,349,0.23,0.78,0.35,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_5_5_300d,0.25,0.14,0.1,0.45,0.01,0.01,1651,0.18,0.01,0.01,349,0.25,0.99,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_50_5_300d,0.25,0.13,0.1,0.75,0.0,0.01,1651,0.0,0.0,0.0,349,0.25,1.0,0.39,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_5_5_300d,0.23,0.14,0.1,0.17,0.0,0.0,1651,0.05,0.02,0.03,349,0.24,0.92,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_5_5_300d,0.24,0.13,0.1,0.55,0.01,0.01,1651,0.0,0.0,0.0,349,0.24,0.97,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_50_5_300d,0.16,0.15,0.1,0.72,0.02,0.03,1651,0.14,0.9,0.24,349,0.29,0.14,0.19,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_5_5_100d,0.24,0.14,0.1,0.67,0.0,0.0,1651,0.1,0.02,0.03,349,0.24,0.97,0.39,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_5_5_100d,0.16,0.14,0.1,0.53,0.04,0.07,1651,0.14,0.94,0.24,349,0.27,0.06,0.09,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_5_5_300d,0.16,0.13,0.1,0.66,0.04,0.08,1651,0.14,0.96,0.24,349,0.35,0.05,0.08,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_50_5_300d,0.16,0.12,0.1,0.66,0.04,0.08,1651,0.13,0.95,0.23,349,0.3,0.03,0.05,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_sg_5_10_300d,0.16,0.13,0.1,0.52,0.04,0.07,1651,0.13,0.9,0.23,349,0.24,0.06,0.09,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_5_5_300d,0.16,0.13,0.1,0.68,0.04,0.08,1651,0.14,0.96,0.24,349,0.38,0.04,0.07,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_5_5_100d,0.22,0.14,0.1,0.44,0.0,0.01,1651,0.07,0.04,0.05,349,0.23,0.86,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_5_5_100d,0.23,0.13,0.1,0.43,0.0,0.0,1651,0.04,0.01,0.02,349,0.24,0.91,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_sg_5_10_100d,0.22,0.13,0.1,0.62,0.0,0.01,1651,0.03,0.01,0.02,349,0.23,0.9,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_5_5_300d,0.24,0.13,0.1,0.5,0.0,0.01,1651,0.05,0.0,0.01,349,0.24,0.98,0.39,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_5_100d,0.16,0.16,0.1,0.46,0.01,0.02,1651,0.13,0.8,0.23,349,0.27,0.21,0.24,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_5_10_100d,0.23,0.14,0.1,1.0,0.0,0.0,1651,0.06,0.03,0.04,349,0.24,0.9,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_cbow_5_5_100d,0.24,0.14,0.1,0.69,0.01,0.01,1651,0.06,0.0,0.01,349,0.24,0.98,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_5_10_100d,0.17,0.16,0.1,0.54,0.0,0.01,1651,0.13,0.66,0.22,349,0.23,0.31,0.26,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_5_10_100d,0.24,0.13,0.1,0.5,0.0,0.01,1651,0.0,0.0,0.0,349,0.24,0.99,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_5_10_300d,0.24,0.14,0.1,0.56,0.01,0.01,1651,0.06,0.01,0.01,349,0.24,0.95,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_5_10_300d,0.25,0.15,0.1,1.0,0.0,0.0,1651,0.29,0.02,0.04,349,0.25,0.99,0.4,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_50_5_100d,0.17,0.16,0.1,0.56,0.01,0.01,1651,0.14,0.81,0.23,349,0.27,0.23,0.25,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_5_5_100d,0.24,0.14,0.1,0.6,0.0,0.01,1651,0.06,0.01,0.02,349,0.24,0.94,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_50_5_100d,0.16,0.11,0.1,0.64,0.05,0.1,1651,0.13,0.97,0.24,349,0.5,0.0,0.01,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_cbow_5_10_300d,0.16,0.15,0.1,0.76,0.02,0.03,1651,0.13,0.8,0.22,349,0.24,0.17,0.2,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_sg_5_10_300d,0.24,0.13,0.1,0.0,0.0,0.0,1651,0.0,0.0,0.0,349,0.25,1.0,0.39,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_50_10_300d,0.24,0.13,0.1,0.45,0.0,0.01,1651,0.05,0.01,0.01,349,0.24,0.95,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_50_5_100d,0.24,0.13,0.1,0.55,0.0,0.01,1651,0.05,0.01,0.01,349,0.24,0.95,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_sg_50_5_100d,0.24,0.14,0.1,1.0,0.0,0.0,1651,0.04,0.01,0.01,349,0.24,0.96,0.39,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_50_5_100d,0.24,0.13,0.1,0.55,0.01,0.01,1651,0.03,0.01,0.01,349,0.24,0.94,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_50_5_300d,0.25,0.13,0.1,0.0,0.0,0.0,1651,0.0,0.0,0.0,349,0.25,1.0,0.39,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_50_10_100d,0.16,0.13,0.1,0.53,0.04,0.07,1651,0.14,0.97,0.24,349,0.43,0.05,0.1,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_5_10_300d,0.24,0.13,0.1,0.5,0.01,0.02,1651,0.02,0.0,0.01,349,0.24,0.95,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_5_5_300d,0.24,0.14,0.1,0.59,0.01,0.01,1651,0.07,0.01,0.02,349,0.24,0.96,0.39,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_5_10_300d,0.23,0.13,0.1,0.0,0.0,0.0,1651,0.05,0.02,0.03,349,0.24,0.91,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_50_10_300d,0.23,0.13,0.1,0.0,0.0,0.0,1651,0.05,0.01,0.02,349,0.24,0.94,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_50_10_300d,0.24,0.13,0.1,0.0,0.0,0.0,1651,0.0,0.0,0.0,349,0.24,1.0,0.39,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_5_10_100d,0.24,0.13,0.1,0.5,0.01,0.01,1651,0.02,0.0,0.0,349,0.24,0.94,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_5_5_100d,0.16,0.14,0.1,0.47,0.04,0.07,1651,0.14,0.97,0.24,349,0.4,0.06,0.1,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_10_100d,0.23,0.15,0.1,0.0,0.0,0.0,1651,0.1,0.05,0.06,349,0.24,0.92,0.38,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_5_10_100d,0.22,0.13,0.1,0.3,0.0,0.0,1651,0.04,0.02,0.03,349,0.23,0.88,0.37,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_10_100d,0.25,0.13,0.1,0.8,0.0,0.0,1651,0.17,0.0,0.01,349,0.25,1.0,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_5_5_100d,0.25,0.14,0.1,0.56,0.01,0.01,1651,0.17,0.0,0.01,349,0.24,0.99,0.39,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_50_10_300d,0.21,0.13,0.1,0.43,0.01,0.01,1651,0.05,0.03,0.04,349,0.22,0.82,0.35,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_5_100d,0.23,0.14,0.1,0.0,0.0,0.0,1651,0.06,0.01,0.02,349,0.24,0.94,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_50_5_300d,0.23,0.14,0.1,0.0,0.0,0.0,1651,0.11,0.03,0.05,349,0.24,0.94,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_50_10_300d,0.17,0.17,0.1,0.56,0.01,0.01,1651,0.14,0.75,0.23,349,0.25,0.27,0.26,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_10_100d,0.24,0.13,0.1,0.44,0.0,0.0,1651,0.05,0.01,0.01,349,0.24,0.96,0.39,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_5_10_100d,0.16,0.13,0.09,0.54,0.03,0.05,1651,0.14,0.94,0.24,349,0.27,0.06,0.1,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_sg_50_10_100d,0.16,0.13,0.09,0.61,0.03,0.05,1651,0.14,0.99,0.24,349,0.49,0.06,0.1,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_50_10_100d,0.16,0.13,0.09,0.52,0.03,0.06,1651,0.14,0.98,0.24,349,0.45,0.05,0.08,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_50_10_300d,0.16,0.14,0.09,0.51,0.02,0.04,1651,0.14,0.97,0.24,349,0.44,0.09,0.15,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_10_100d,0.16,0.13,0.09,0.51,0.03,0.06,1651,0.14,0.97,0.24,349,0.41,0.06,0.1,651,2651
